province,census_division,census_subdivision,land_area_km2,population_2006,population_2011,population_2016,population_2021
British Columbia,Capital,Sooke,56.6,9699.0,11435.0,13001.0,15086.0
British Columbia,Capital,South Saanich 1,2.09,571.0,818.0,822.0,712.0
British Columbia,Capital,Southern Gulf Islands,191.08,5101.0,4868.0,4732.0,6101.0
British Columbia,Capital,T'Sou-ke,0.75,214.0,219.0,225.0,230.0
British Columbia,Capital,Union Bay 4,0.29,111.0,116.0,94.0,109.0
British Columbia,Capital,Victoria,19.45,78057.0,80017.0,85792.0,91867.0
British Columbia,Capital,View Royal,14.33,8768.0,9381.0,10408.0,11575.0
British Columbia,Cariboo,Agats Meadow 8,1.2,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Alexis Creek 14,1.64,0.0,0.0,0.0,5.0
British Columbia,Cariboo,Alexis Creek 16,0.38,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Alexis Creek 21,3.61,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Alexis Creek 34,1.32,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Alkali Lake 1,2.59,363.0,353.0,328.0,358.0
British Columbia,Cariboo,Alkali Lake 4A,1.29,5.0,5.0,10.0,5.0
British Columbia,Cariboo,Anahim's Flat 1,38.59,526.0,475.0,342.0,437.0
British Columbia,Cariboo,Anahim's Meadow,4.19,15.0,0.0,10.0,10.0
British Columbia,Cariboo,Baezaeko River 27,0.22,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Baptiste Meadow 2,2.06,0.0,5.0,5.0,0.0
British Columbia,Cariboo,Betty Creek 18,1.29,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Canim Lake 4,0.13,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Canoe Creek 3,28.03,39.0,0.0,0.0,0.0
British Columbia,Cariboo,Cariboo A,778.12,5859.0,6250.0,6234.0,6169.0
British Columbia,Cariboo,Cariboo B,1413.47,3858.0,4006.0,3842.0,3864.0
British Columbia,Cariboo,Cariboo C,7377.49,1164.0,1225.0,1225.0,1239.0
British Columbia,Cariboo,Cariboo D,849.54,3073.0,2988.0,2929.0,2870.0
British Columbia,Cariboo,Cariboo E,1745.18,4336.0,4129.0,4064.0,4112.0
British Columbia,Cariboo,Cariboo F,9740.2,4384.0,4564.0,4554.0,4792.0
British Columbia,Cariboo,Cariboo G,2646.03,4974.0,4955.0,5156.0,5312.0
British Columbia,Cariboo,Cariboo H,2593.68,1744.0,1569.0,1784.0,1884.0
British Columbia,Cariboo,Cariboo I,11915.99,1661.0,1511.0,1435.0,1485.0
British Columbia,Cariboo,Cariboo J,25880.08,808.0,600.0,642.0,616.0
British Columbia,Cariboo,Cariboo K,13629.59,552.0,494.0,398.0,447.0
British Columbia,Cariboo,Cariboo L,1263.69,4316.0,4177.0,4204.0,4769.0
British Columbia,Cariboo,Charley Boy's Meadow 3,4.68,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Coglistiko River 29,0.62,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Deep Creek 2,15.67,132.0,111.0,91.0,111.0
British Columbia,Cariboo,Dog Creek 1,1.36,109.0,80.0,79.0,88.0
British Columbia,Cariboo,Dog Creek 2,2.19,48.0,30.0,20.0,17.0
British Columbia,Cariboo,Euchinico Creek 17,3.87,26.0,0.0,0.0,5.0
British Columbia,Cariboo,Fishtrap 19,0.28,20.0,20.0,15.0,10.0
British Columbia,Cariboo,Johny Sticks 2,3.07,15.0,20.0,10.0,10.0
British Columbia,Cariboo,Kluskus 1,4.4,32.0,39.0,36.0,38.0
British Columbia,Cariboo,Little Springs,4.71,15.0,10.0,15.0,20.0
British Columbia,Cariboo,Michel Gardens 36,0.04,0.0,10.0,5.0,5.0
British Columbia,Cariboo,Nazco 20,4.66,117.0,132.0,90.0,81.0
British Columbia,Cariboo,One Hundred Mile House,53.01,1885.0,1886.0,1918.0,1928.0
British Columbia,Cariboo,Puntzi Lake 2,0.23,0.0,5.0,0.0,5.0
British Columbia,Cariboo,Quesnel,35.35,9326.0,10007.0,9879.0,9889.0
British Columbia,Cariboo,Quesnel 1,5.45,128.0,73.0,107.0,110.0
British Columbia,Cariboo,Redstone Flat 1,3.45,163.0,185.0,196.0,181.0
British Columbia,Cariboo,Salmon River Meadow 7,0.93,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Sandy Harry 4,1.68,0.0,5.0,5.0,0.0
British Columbia,Cariboo,Soda Creek 1,4.03,47.0,33.0,59.0,30.0
British Columbia,Cariboo,Squinas 2,4.16,176.0,161.0,134.0,137.0
British Columbia,Cariboo,Stone 1,15.48,212.0,201.0,187.0,219.0
British Columbia,Cariboo,Sundayman's Meadow 3,0.49,0.0,5.0,0.0,0.0
British Columbia,Cariboo,Swan Lake 3,0.96,5.0,5.0,5.0,0.0
British Columbia,Cariboo,Thomas Squinas Ranch 2A,2.56,10.0,20.0,0.0,5.0
British Columbia,Cariboo,Toosey 1,22.43,128.0,113.0,107.0,104.0
British Columbia,Cariboo,Towdystan Lake 3,2.64,20.0,10.0,10.0,15.0
British Columbia,Cariboo,Trout Lake Alec 16,0.94,0.0,21.0,15.0,0.0
British Columbia,Cariboo,Ulkatcho 13,2.01,0.0,0.0,0.0,0.0
British Columbia,Cariboo,Ulkatcho 14A,2.64,219.0,138.0,155.0,116.0
British Columbia,Cariboo,Wells,158.09,236.0,245.0,217.0,218.0
British Columbia,Cariboo,Williams Lake,33.12,10744.0,10832.0,10753.0,10947.0
British Columbia,Cariboo,Williams Lake 1,16.55,237.0,227.0,191.0,248.0
British Columbia,Cariboo,Windy Mouth 7,0.03,0.0,5.0,5.0,5.0
British Columbia,Central Coast,Bella Bella 1,5.83,1066.0,1095.0,1019.0,1193.0
British Columbia,Central Coast,Bella Coola 1,15.22,788.0,852.0,807.0,937.0
British Columbia,Central Coast,Central Coast A,19779.25,138.0,129.0,203.0,149.0
British Columbia,Central Coast,Central Coast C,3963.65,556.0,588.0,653.0,661.0
British Columbia,Central Coast,Central Coast D,304.21,421.0,384.0,399.0,403.0
British Columbia,Central Coast,Central Coast E,359.53,135.0,95.0,148.0,162.0
British Columbia,Central Coast,Katit 1,6.04,85.0,63.0,90.0,77.0
British Columbia,Central Kootenay,Castlegar,19.87,7259.0,7816.0,8039.0,8338.0
British Columbia,Central Kootenay,Central Kootenay A,1689.12,2041.0,2030.0,1930.0,2241.0
British Columbia,Central Kootenay,Central Kootenay B,1615.1,4575.0,4464.0,4657.0,4802.0
British Columbia,Central Kootenay,Central Kootenay C,740.25,1284.0,1372.0,1472.0,1475.0
British Columbia,Central Kootenay,Central Kootenay D,5781.11,1525.0,1413.0,1343.0,1462.0
British Columbia,Central Kootenay,Central Kootenay E,807.99,3716.0,3781.0,3772.0,3897.0
British Columbia,Central Kootenay,Central Kootenay F,404.38,3730.0,3976.0,3963.0,4116.0
British Columbia,Central Kootenay,Central Kootenay G,1509.14,1605.0,1597.0,1623.0,1650.0
British Columbia,Central Kootenay,Central Kootenay H,3288.2,4319.0,4289.0,4655.0,5045.0
British Columbia,Central Kootenay,Central Kootenay I,109.48,2415.0,2570.0,2534.0,2607.0
British Columbia,Central Kootenay,Central Kootenay J,1693.07,2792.0,2996.0,3137.0,3517.0
British Columbia,Central Kootenay,Central Kootenay K,4377.01,1800.0,1759.0,1681.0,1784.0
British Columbia,Central Kootenay,Creston,8.41,4826.0,5306.0,5361.0,5583.0
British Columbia,Central Kootenay,Creston 1,7.55,124.0,113.0,112.0,93.0
British Columbia,Central Kootenay,Kaslo,3.01,1072.0,1026.0,968.0,1049.0
British Columbia,Central Kootenay,Nakusp,8.04,1524.0,1569.0,1605.0,1589.0
British Columbia,Central Kootenay,Nelson,11.93,9258.0,10230.0,10572.0,11106.0
British Columbia,Central Kootenay,New Denver,0.87,512.0,504.0,473.0,487.0
British Columbia,Central Kootenay,Salmo,2.44,1007.0,1139.0,1141.0,1140.0
British Columbia,Central Kootenay,Silverton,0.35,185.0,195.0,195.0,149.0
British Columbia,Central Kootenay,Slocan,0.78,314.0,296.0,289.0,379.0
British Columbia,Central Okanagan,Central Okanagan,1245.08,3650.0,3795.0,3814.0,4258.0
British Columbia,Central Okanagan,Central Okanagan West,1173.1,1758.0,1947.0,1991.0,2897.0
British Columbia,Central Okanagan,Duck Lake 7,2.01,1923.0,1917.0,1664.0,1847.0
British Columbia,Central Okanagan,Kelowna,211.85,107035.0,117312.0,127390.0,144576.0
British Columbia,Central Okanagan,Lake Country,122.16,9606.0,11708.0,12922.0,15817.0
British Columbia,Central Okanagan,Peachland,16.1,4883.0,5200.0,5428.0,5789.0
British Columbia,Central Okanagan,Tsinstikeptum 10,3.31,1036.0,1186.0,1416.0,1766.0
British Columbia,Central Okanagan,Tsinstikeptum 9,6.76,5171.0,5882.0,7612.0,9134.0
British Columbia,Central Okanagan,West Kelowna,122.09,27214.0,30892.0,32655.0,36078.0
British Columbia,Columbia-Shuswap,Chum Creek 2,2.77,78.0,51.0,41.0,53.0
British Columbia,Columbia-Shuswap,Columbia-Shuswap A,13434.86,3097.0,3065.0,3148.0,3325.0
British Columbia,Columbia-Shuswap,Columbia-Shuswap B,9763.8,706.0,552.0,583.0,663.0
British Columbia,Columbia-Shuswap,Columbia-Shuswap C,506.1,7695.0,7662.0,7921.0,8919.0
British Columbia,Columbia-Shuswap,Columbia-Shuswap D,693.67,3899.0,4047.0,4044.0,4400.0
British Columbia,Columbia-Shuswap,Columbia-Shuswap E,1530.03,1528.0,1335.0,1185.0,1388.0
British Columbia,Columbia-Shuswap,Columbia-Shuswap F,2652.05,2731.0,2368.0,2454.0,3200.0
British Columbia,Columbia-Shuswap,Golden,11.33,3811.0,3701.0,3708.0,3986.0
British Columbia,Columbia-Shuswap,Hustalen 1,9.14,73.0,26.0,31.0,44.0
British Columbia,Columbia-Shuswap,North Bay 5,3.66,66.0,75.0,51.0,45.0
British Columbia,Columbia-Shuswap,Okanagan (Part) 1,17.74,92.0,69.0,75.0,91.0
British Columbia,Columbia-Shuswap,Quaaout 1,17.1,186.0,234.0,171.0,284.0
British Columbia,Columbia-Shuswap,Revelstoke,41.28,7230.0,7139.0,7562.0,8275.0
British Columbia,Columbia-Shuswap,Salmon Arm,155.19,16012.0,17464.0,17706.0,19432.0
British Columbia,Columbia-Shuswap,Scotch Creek 4,7.94,15.0,19.0,20.0,30.0
British Columbia,Columbia-Shuswap,Sicamous,12.8,2676.0,2441.0,2429.0,2613.0
British Columbia,Columbia-Shuswap,Switsemalph,4.79,130.0,129.0,127.0,209.0
British Columbia,Columbia-Shuswap,Switsemalph 3,5.44,63.0,90.0,71.0,64.0
British Columbia,Comox Valley,Comox,16.87,12385.0,13627.0,14028.0,14806.0
British Columbia,Comox Valley,Comox 1,0.58,272.0,251.0,222.0,291.0
British Columbia,Comox Valley,Comox Valley A,491.34,6973.0,6899.0,7213.0,7926.0
British Columbia,Comox Valley,Comox Valley B (Lazo North),54.08,6970.0,6939.0,7095.0,7392.0
British Columbia,Comox Valley,Comox Valley C (Puntledge - Black Creek),1071.86,8099.0,8325.0,8577.0,9158.0
British Columbia,Comox Valley,Courtenay,32.42,22021.0,24099.0,25639.0,28420.0
British Columbia,Comox Valley,Cumberland,29.04,2762.0,3398.0,3753.0,4447.0
British Columbia,Comox Valley,Pentledge 2,0.83,0.0,0.0,0.0,5.0
British Columbia,Cowichan Valley,Chemainus 13,11.72,684.0,683.0,735.0,818.0
British Columbia,Cowichan Valley,Cowichan,23.15,1797.0,2337.0,2066.0,2420.0
British Columbia,Cowichan Valley,Cowichan Lake,0.43,15.0,33.0,21.0,20.0
British Columbia,Cowichan Valley,Cowichan Valley A,49.21,4073.0,4393.0,4733.0,4949.0
British Columbia,Cowichan Valley,Cowichan Valley B,306.08,7562.0,8127.0,8558.0,8994.0
British Columbia,Cowichan Valley,Cowichan Valley C,22.57,4530.0,4796.0,5019.0,5046.0
British Columbia,Cowichan Valley,Cowichan Valley D,15.53,2823.0,2971.0,3243.0,3530.0
British Columbia,Cowichan Valley,Cowichan Valley E,134.78,3878.0,3854.0,4121.0,4253.0
British Columbia,Cowichan Valley,Cowichan Valley F,1791.88,1685.0,1649.0,1629.0,1804.0
British Columbia,Cowichan Valley,Cowichan Valley G,286.9,2249.0,2221.0,2315.0,2442.0
British Columbia,Cowichan Valley,Cowichan Valley H,83.02,2269.0,2332.0,2446.0,2603.0
British Columbia,Cowichan Valley,Cowichan Valley I,505.51,1171.0,1111.0,1206.0,1423.0
British Columbia,Cowichan Valley,Duncan,2.06,4986.0,4932.0,4944.0,5047.0
British Columbia,Cowichan Valley,Est-Patrolas 4,0.32,15.0,41.0,23.0,26.0
British Columbia,Cowichan Valley,Halalt 2,1.2,152.0,160.0,168.0,156.0
British Columbia,Cowichan Valley,Kil-pah-las 3,0.22,5.0,0.0,0.0,0.0
British Columbia,Cowichan Valley,Ladysmith,12.04,7538.0,7921.0,8537.0,8990.0
British Columbia,Cowichan Valley,Lake Cowichan,8.24,3012.0,2974.0,3226.0,3325.0
British Columbia,Cowichan Valley,Malachan 11,0.57,199.0,162.0,158.0,178.0
British Columbia,Cowichan Valley,Malahat 11,2.45,90.0,102.0,143.0,165.0
British Columbia,Cowichan Valley,North Cowichan,195.41,27557.0,28807.0,29696.0,31990.0
British Columbia,Cowichan Valley,Oyster Bay 12,1.23,89.0,89.0,77.0,105.0
British Columbia,Cowichan Valley,Penelakut Island 7,9.12,361.0,446.0,452.0,513.0
British Columbia,Cowichan Valley,Portier Pass 5,0.02,0.0,0.0,0.0,0.0
British Columbia,Cowichan Valley,Shingle Point 4,0.4,0.0,0.0,0.0,0.0
British Columbia,Cowichan Valley,Squaw-Hay-One 11,0.33,43.0,40.0,35.0,29.0
British Columbia,Cowichan Valley,Theik 2,0.34,41.0,31.0,36.0,48.0
British Columbia,Cowichan Valley,Tsussie 6,0.13,73.0,88.0,103.0,82.0
British Columbia,Cowichan Valley,Tzart-Lam 5,0.07,32.0,32.0,39.0,27.0
British Columbia,East Kootenay,Canal Flats,11.07,700.0,715.0,668.0,802.0
British Columbia,East Kootenay,Cassimayooks (Mayook) 5,0.62,5.0,5.0,0.0,5.0
British Columbia,East Kootenay,Columbia Lake 3,36.02,153.0,131.0,140.0,149.0
British Columbia,East Kootenay,Cranbrook,31.97,18329.0,19319.0,20047.0,20499.0
British Columbia,East Kootenay,East Kootenay A,4598.88,1873.0,1899.0,1683.0,1875.0
British Columbia,East Kootenay,East Kootenay B,2781.15,1819.0,1746.0,1976.0,2011.0
British Columbia,East Kootenay,East Kootenay C,4528.65,5804.0,5713.0,6021.0,6536.0
British Columbia,East Kootenay,East Kootenay E,4254.44,1731.0,1634.0,1753.0,1686.0
British Columbia,East Kootenay,East Kootenay F,6091.91,2939.0,2635.0,2726.0,3521.0
British Columbia,East Kootenay,East Kootenay G,4656.39,1563.0,1412.0,1467.0,1654.0
British Columbia,East Kootenay,Elkford,108.12,2463.0,2523.0,2499.0,2749.0
British Columbia,East Kootenay,Fernie,15.11,4217.0,4448.0,5396.0,6320.0
British Columbia,East Kootenay,Invermere,10.75,3002.0,2955.0,3391.0,3917.0
British Columbia,East Kootenay,Isidore's Ranch 4,2.63,0.0,0.0,0.0,0.0
British Columbia,East Kootenay,Kimberley,60.51,6139.0,6652.0,7425.0,8115.0
British Columbia,East Kootenay,Kootenay 1,74.02,159.0,104.0,170.0,145.0
British Columbia,East Kootenay,Radium Hot Springs,6.34,735.0,777.0,776.0,1339.0
British Columbia,East Kootenay,Shuswap,11.14,169.0,293.0,314.0,319.0
British Columbia,East Kootenay,Sparwood,191.3,3618.0,3667.0,3784.0,4148.0
British Columbia,East Kootenay,Tobacco Plains 2,41.74,67.0,57.0,75.0,96.0
British Columbia,Fraser Valley,Abbotsford,375.33,124258.0,133497.0,141397.0,153524.0
British Columbia,Fraser Valley,Aitchelitch 9,0.21,15.0,18.0,15.0,45.0
British Columbia,Fraser Valley,Albert Flat 5,0.82,15.0,15.0,20.0,41.0
British Columbia,Fraser Valley,Boston Bar 1A,0.4,0.0,0.0,0.0,0.0
British Columbia,Fraser Valley,Bucktum 4,0.38,0.0,5.0,0.0,5.0
British Columbia,Fraser Valley,Chawathil 4,5.44,171.0,163.0,186.0,182.0
British Columbia,Fraser Valley,Cheam 1,3.5,205.0,223.0,202.0,207.0
British Columbia,Fraser Valley,Chehalis 5,8.5,560.0,537.0,537.0,500.0
British Columbia,Fraser Valley,Chilliwack,261.34,69217.0,77936.0,83788.0,93203.0
British Columbia,Fraser Valley,Douglas 8,3.81,10.0,10.0,67.0,66.0
British Columbia,Fraser Valley,Fraser Valley A,2325.06,478.0,442.0,405.0,495.0
British Columbia,Fraser Valley,Fraser Valley B,3085.22,796.0,721.0,892.0,869.0
British Columbia,Fraser Valley,Fraser Valley C,3662.73,952.0,973.0,1023.0,1133.0
British Columbia,Fraser Valley,Fraser Valley D,219.38,1296.0,1346.0,1529.0,2092.0
British Columbia,Fraser Valley,Fraser Valley E,640.29,3481.0,3358.0,1540.0,1568.0
British Columbia,Fraser Valley,Fraser Valley F,2015.06,1339.0,1303.0,1293.0,1384.0
British Columbia,Fraser Valley,Fraser Valley G,96.81,1914.0,1764.0,1776.0,1692.0
British Columbia,Fraser Valley,Harrison Hot Springs,5.49,1573.0,1468.0,1468.0,1905.0
British Columbia,Fraser Valley,Holachten 8,1.31,266.0,316.0,300.0,330.0
British Columbia,Fraser Valley,Hope,40.87,6185.0,5969.0,6181.0,6686.0
British Columbia,Fraser Valley,Inkahtsaph 6,2.02,5.0,0.0,0.0,0.0
British Columbia,Fraser Valley,Kahmoose 4,0.22,73.0,88.0,65.0,5.0
British Columbia,Fraser Valley,Kent,168.59,4738.0,5664.0,6067.0,6300.0
British Columbia,Fraser Valley,Kopchitchin 2,1.48,32.0,32.0,42.0,41.0
British Columbia,Fraser Valley,Kwawkwawapilt 6,0.72,351.0,342.0,324.0,295.0
British Columbia,Fraser Valley,Lakahahmen 11,0.4,214.0,185.0,177.0,170.0
British Columbia,Fraser Valley,Lukseetsissum 9,0.65,20.0,21.0,18.0,52.0
British Columbia,Fraser Valley,Matsqui Main 2,1.36,75.0,81.0,110.0,119.0
British Columbia,Fraser Valley,Mission,226.98,34505.0,36426.0,38554.0,41519.0
British Columbia,Fraser Valley,Ohamil 1,1.73,89.0,77.0,90.0,150.0
British Columbia,Fraser Valley,Paqulh,0.25,10.0,0.0,0.0,0.0
British Columbia,Fraser Valley,Popkum 1,1.45,15.0,5.0,10.0,0.0
British Columbia,Fraser Valley,Puckatholetchin 11,2.37,5.0,5.0,5.0,10.0
British Columbia,Fraser Valley,Q'alatkú7em,0.31,71.0,84.0,80.0,50.0
British Columbia,Fraser Valley,Sachteen,0.35,0.0,5.0,10.0,5.0
British Columbia,Fraser Valley,Saddle Rock 9,0.37,0.0,0.0,0.0,0.0
British Columbia,Fraser Valley,Schelowat 1,0.96,5.0,10.0,10.0,5.0
British Columbia,Fraser Valley,Schkam 2,0.88,138.0,132.0,131.0,62.0
British Columbia,Fraser Valley,Scowlitz 1,0.87,10.0,10.0,10.0,5.0
British Columbia,Fraser Valley,Seabird Island,16.61,548.0,594.0,767.0,800.0
British Columbia,Fraser Valley,Skawahlook 1,0.5,19.0,0.0,0.0,10.0
British Columbia,Fraser Valley,Skookumchuck 4,2.16,72.0,94.0,85.0,30.0
British Columbia,Fraser Valley,Skowkale,0.72,638.0,795.0,841.0,983.0
British Columbia,Fraser Valley,Skwah 4,1.16,230.0,216.0,192.0,245.0
British Columbia,Fraser Valley,Skwali 3,1.35,10.0,10.0,10.0,0.0
British Columbia,Fraser Valley,Skway 5,2.59,89.0,98.0,84.0,89.0
British Columbia,Fraser Valley,Skweahm 10,0.72,304.0,292.0,213.0,228.0
British Columbia,Fraser Valley,Soowahlie 14,4.57,211.0,187.0,247.0,255.0
British Columbia,Fraser Valley,Speyum 3,1.67,0.0,0.0,5.0,0.0
British Columbia,Fraser Valley,Spuzzum 1,1.34,20.0,32.0,39.0,55.0
British Columbia,Fraser Valley,Squawkum Creek 3,1.58,97.0,108.0,116.0,130.0
British Columbia,Fraser Valley,Squiaala,1.35,114.0,80.0,136.0,158.0
British Columbia,Fraser Valley,Stullawheets 8,0.51,54.0,48.0,51.0,76.0
British Columbia,Fraser Valley,Tseatah 2,1.04,10.0,16.0,23.0,15.0
British Columbia,Fraser Valley,Tuckkwiowhum 1,0.4,34.0,36.0,34.0,31.0
British Columbia,Fraser Valley,Tzeachten 13,2.64,1188.0,1467.0,2358.0,3089.0
British Columbia,Fraser Valley,Upper Sumas 6,2.56,182.0,187.0,178.0,232.0
British Columbia,Fraser Valley,Yakweakwioose 12,0.21,37.0,39.0,44.0,49.0
British Columbia,Fraser Valley,Yale Town 1,0.1,10.0,10.0,10.0,5.0
British Columbia,Fraser-Fort George,Fort George 2,5.23,107.0,80.0,105.0,84.0
British Columbia,Fraser-Fort George,Fraser-Fort George A,1371.79,3275.0,3362.0,3463.0,3471.0
British Columbia,Fraser-Fort George,Fraser-Fort George C,2802.33,3217.0,3434.0,3527.0,3603.0
British Columbia,Fraser-Fort George,Fraser-Fort George D,667.61,4361.0,4175.0,4278.0,4375.0
British Columbia,Fraser-Fort George,Fraser-Fort George E,614.2,502.0,479.0,526.0,533.0
British Columbia,Fraser-Fort George,Fraser-Fort George F,12487.29,1284.0,1207.0,1246.0,1249.0
British Columbia,Fraser-Fort George,Fraser-Fort George G,17214.6,349.0,317.0,334.0,365.0
British Columbia,Fraser-Fort George,Fraser-Fort George H,14926.73,1877.0,1665.0,1586.0,1589.0
British Columbia,Fraser-Fort George,Mackenzie,154.19,4539.0,3507.0,3714.0,3281.0
British Columbia,Fraser-Fort George,McBride,4.62,660.0,586.0,616.0,588.0
British Columbia,Fraser-Fort George,McLeod Lake 1,10.23,94.0,73.0,87.0,81.0
British Columbia,Fraser-Fort George,Prince George,316.74,70981.0,71974.0,74003.0,76708.0
British Columbia,Fraser-Fort George,Valemount,5.16,1018.0,1020.0,1021.0,1052.0
British Columbia,Greater Vancouver,Anmore,27.53,1785.0,2092.0,2210.0,2356.0
British Columbia,Greater Vancouver,Belcarra,5.5,676.0,644.0,643.0,687.0
British Columbia,Greater Vancouver,Bowen Island,50.12,3362.0,3402.0,3680.0,4256.0
British Columbia,Greater Vancouver,Burnaby,90.57,202799.0,223218.0,232755.0,249125.0
British Columbia,Greater Vancouver,Burrard Inlet 3,1.12,1405.0,1472.0,2141.0,2373.0
British Columbia,Greater Vancouver,Capilano 5,1.72,2492.0,2700.0,2931.0,2899.0
British Columbia,Greater Vancouver,Coquitlam,122.15,114565.0,126456.0,139284.0,148625.0
British Columbia,Greater Vancouver,Coquitlam 1,0.03,24.0,39.0,54.0,55.0
British Columbia,Greater Vancouver,Coquitlam 2,0.81,5.0,5.0,0.0,0.0
British Columbia,Greater Vancouver,Delta,179.66,96635.0,99863.0,102238.0,108455.0
British Columbia,Greater Vancouver,Katzie 1,0.42,246.0,229.0,262.0,244.0
British Columbia,Greater Vancouver,Katzie 2,0.31,37.0,0.0,40.0,26.0
British Columbia,Greater Vancouver,Langley,307.22,93726.0,104177.0,117285.0,132603.0
British Columbia,Greater Vancouver,Langley,10.18,23606.0,25081.0,25888.0,28963.0
British Columbia,Greater Vancouver,Lions Bay,2.53,1328.0,1318.0,1334.0,1390.0
British Columbia,Greater Vancouver,Maple Ridge,267.82,68949.0,76052.0,82256.0,90990.0
British Columbia,Greater Vancouver,Matsqui 4,0.28,426.0,498.0,471.0,456.0
British Columbia,Greater Vancouver,McMillan Island 6,1.78,63.0,68.0,94.0,96.0
British Columbia,Greater Vancouver,Metro Vancouver A,815.21,11050.0,13035.0,16133.0,18612.0
British Columbia,Greater Vancouver,Mission 1,0.28,569.0,574.0,576.0,570.0
British Columbia,Greater Vancouver,Musqueam 2,1.84,1371.0,1569.0,1652.0,1646.0
British Columbia,Greater Vancouver,Musqueam 4,0.53,5.0,5.0,10.0,10.0
British Columbia,Greater Vancouver,New Westminster,15.62,58549.0,65976.0,70996.0,78916.0
British Columbia,Greater Vancouver,North Vancouver,160.66,82562.0,84412.0,85649.0,88168.0
British Columbia,Greater Vancouver,North Vancouver,11.83,45165.0,48196.0,52898.0,58120.0
British Columbia,Greater Vancouver,Pitt Meadows,86.34,15623.0,17736.0,18573.0,19146.0
British Columbia,Greater Vancouver,Port Coquitlam,29.16,52687.0,56342.0,58612.0,61498.0
British Columbia,Greater Vancouver,Port Moody,25.85,27512.0,32975.0,33551.0,33535.0
British Columbia,Greater Vancouver,Richmond,128.87,174461.0,190473.0,198309.0,209937.0
British Columbia,Greater Vancouver,Semiahmoo,1.32,109.0,108.0,120.0,71.0
British Columbia,Greater Vancouver,Seymour Creek 2,0.49,75.0,107.0,123.0,105.0
British Columbia,Greater Vancouver,Surrey,316.11,394976.0,468251.0,517887.0,568322.0
British Columbia,Greater Vancouver,Tsawwassen,6.57,762.0,720.0,816.0,2256.0
British Columbia,Greater Vancouver,Vancouver,115.18,578041.0,603502.0,631486.0,662248.0
British Columbia,Greater Vancouver,West Vancouver,87.18,42131.0,42694.0,42473.0,44122.0
British Columbia,Greater Vancouver,White Rock,5.17,18755.0,19339.0,19952.0,21939.0
British Columbia,Greater Vancouver,Whonnock 1,0.39,0.0,0.0,0.0,5.0
British Columbia,Kitimat-Stikine,Babine 17,1.14,154.0,175.0,111.0,87.0
British Columbia,Kitimat-Stikine,Bulkley River 19,2.23,36.0,38.0,128.0,174.0
British Columbia,Kitimat-Stikine,Coryatsaqua (Moricetown) 2,1.43,170.0,88.0,86.0,80.0
British Columbia,Kitimat-Stikine,Dease Lake 9,1.05,68.0,58.0,54.0,54.0
British Columbia,Kitimat-Stikine,Gitanmaax 1,10.48,723.0,627.0,630.0,560.0
British Columbia,Kitimat-Stikine,Gitanyow 1,5.01,387.0,383.0,434.0,408.0
British Columbia,Kitimat-Stikine,Gitsegukla 1,10.98,721.0,448.0,427.0,444.0
British Columbia,Kitimat-Stikine,Gitwangak 1,17.62,465.0,500.0,430.0,450.0
